transaction_date,house_age,station_distance,conveniencestores,address,price_per_unit
2013.5,25.3,1583.722,3,"No. 8, Lane 12, Ji'an St, Xindian District, New Taipei City, Taiwan 231",30.6
2013.5,16.6,289.3248,5,"No. 215, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",59.6
2013.1666667,13.3,492.2313,5,"No. 110號, Huanhe Rd, Xindian District, New Taipei City, Taiwan 231",31.3
2013.5,13.6,492.2313,5,"No. 110號, Huanhe Rd, Xindian District, New Taipei City, Taiwan 231",48
2013.25,31.5,414.9476,4,"No. 4, Lane 69, Wenhua Rd, Xindian District, New Taipei City, Taiwan 231",32.5
2013.4166667,0,185.4296,0,"Xiao Bitan Tribe, Xindian District, New Taipei City, Taiwan 231",45.5
2012.9166667,9.9,279.1726,7,"No. 73, Baoqiao Rd, Xindian District, New Taipei City, Taiwan 231",57.4
2013.1666667,1.1,193.5845,6,"No. 28, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",48.6
2013.0833333,38.6,804.6897,4,"No. 20, Lane 418, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",62.9
2013.25,3.8,383.8624,5,"No. 181號, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",55
2013.0833333,41.3,124.9912,6,"No. 9, Lane 271, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",60.7
2013.4166667,38.5,216.8329,7,"No. 57, Section 3, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",41
2013.25,29.6,535.527,8,"安民街154號154-1號, 1樓, Xindian District, New Taipei City, Taiwan 231",37.5
2013.5,4,2147.376,3,"231, Taiwan, New Taipei City, Xindian District, 110縣道118號",30.7
2013.1666667,26.6,482.7581,5,"No. 10, Alley 4, Lane 284, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",37.5
2012.8333333,18,373.3937,8,"No. 1-1, Fuxing Rd, Xindian District, New Taipei City, Taiwan 231",39.5
2012.6666667,33.4,186.9686,6,"No. 9, Alley 39, Lane 64, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",42.2
2012.9166667,18.9,1009.235,0,"No. 67, Xinpo 1st St, Xindian District, New Taipei City, Taiwan 231",20.8
2012.75,11.4,390.5684,5,"No. 6, Section 3, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",46.8
2013.5,13.6,319.0708,6,"No. 63, Xingzheng St, Xindian District, New Taipei City, Taiwan 231",47.4
2013.1666667,10,942.4664,0,"No. 405, Xiyuan Rd, Xindian District, New Taipei City, Taiwan 231",43.5
2012.6666667,12.9,492.2313,5,"No. 110號, Huanhe Rd, Xindian District, New Taipei City, Taiwan 231",42.5
2013.25,16.2,289.3248,5,"No. 215, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",51.4
2013.3333333,5.1,1559.827,3,"No. 59, Anxing Rd, Xindian District, New Taipei City, Taiwan 231",28.9
2013.4166667,19.8,640.6071,5,"No. 53, Section 2, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",37.5
2013.5,13.6,492.2313,5,"No. 110號, Huanhe Rd, Xindian District, New Taipei City, Taiwan 231",40.1
2013.0833333,11.9,1360.139,1,"No. 4-1, Lane 27, Section 2, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",28.4
2012.9166667,2.1,451.2438,5,"231, Taiwan, New Taipei City, Xindian District, Baoqiao Rd, 100號1樓",45.5
2012.75,0,185.4296,0,"Xiao Bitan Tribe, Xindian District, New Taipei City, Taiwan 231",52.2
2012.75,3.2,489.8821,8,"231, Taiwan, New Taipei City, Xindian District, 北101鄉道25號",43.2
2013.5,16.4,3780.59,0,"No. 70, Hefeng 2nd Rd, Xindian District, New Taipei City, Taiwan 231",45.1
2012.6666667,34.9,179.4538,8,"No. 11, Lane 59, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",39.7
2013.25,35.8,170.7311,7,"No. 3號, Lane 17, Xingzheng St, Xindian District, New Taipei City, Taiwan 231",48.5
2013.5,4.9,387.7721,9,"No. 218, Ershizhang Rd, Xindian District, New Taipei City, Taiwan 231",44.7
2013.3333333,12,1360.139,1,"No. 4-1, Lane 27, Section 2, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",28.9
2013.25,6.5,376.1709,6,"No. 123號, Xindian Rd, Xindian District, New Taipei City, Taiwan 231",40.9
2013.5,16.9,4066.587,0,"No. 8, Lane 14, Daguan Rd, Xindian District, New Taipei City, Taiwan 231",20.7
2013.1666667,13.8,4082.015,0,"231, Taiwan, New Taipei City, Xindian District, Lane 14, Daguan Rd, 2號之6",15.6
2013.5833333,30.7,1264.73,0,"Meizhicheng, Xindian District, New Taipei City, Taiwan 231",18.3
2013.25,16.1,815.9314,4,"No. 27, Lane 436, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",35.6
2013,11.6,390.5684,5,"No. 6, Section 3, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",39.4
2012.6666667,15.5,815.9314,4,"No. 27, Lane 436, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",37.4
2012.9166667,3.5,49.66105,8,"Xindian Station (Xindian Rd.), Xindian District, New Taipei City, Taiwan 231",57.8
2013.4166667,19.2,616.4004,3,"Dafeng Elementary School, Xindian District, New Taipei City, Taiwan 231",39.6
2012.75,16,4066.587,0,"No. 8, Lane 14, Daguan Rd, Xindian District, New Taipei City, Taiwan 231",11.6
2013.5,8.5,104.8101,5,"No. 3, Lane 271, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",55.5
2012.8333333,0,185.4296,0,"Xiao Bitan Tribe, Xindian District, New Taipei City, Taiwan 231",55.2
2012.9166667,13.7,1236.564,1,"No. 72, Baogao Rd, Xindian District, New Taipei City, Taiwan 231",30.6
2013.4166667,0,292.9978,6,"No. 50, Lane 85, Baoqiao Rd, Xindian District, New Taipei City, Taiwan 231",73.6
2013.4166667,28.2,330.0854,8,"No. 27, Jianguo Rd, Xindian District, New Taipei City, Taiwan 231",43.4
2013.0833333,27.6,515.1122,5,"No. 4, Lane 43, Binlang Rd, Xindian District, New Taipei City, Taiwan 231",37.4
2013.4166667,8.4,1962.628,1,"No. 18, Xiushui Rd, Xindian District, New Taipei City, Taiwan 231",23.5
2013.3333333,24,4527.687,0,"No. 8, Lane 53, Meigui Rd, Xindian District, New Taipei City, Taiwan 231",14.4
2013.0833333,3.6,383.8624,5,"No. 181號, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",58.8
2013.5833333,6.6,90.45606,9,"No. 108號, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",58.1
2013.0833333,41.3,401.8807,4,"No. 17, Lane 220, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",35.1
2013.4166667,4.3,432.0385,7,"No. 198, Jianguo Rd, Xindian District, New Taipei City, Taiwan 231",45.2
2013.0833333,30.2,472.1745,3,"No. 9, Alley 2, Lane 29, Sanmin Rd, Xindian District, New Taipei City, Taiwan 231",36.5
2012.8333333,13.9,4573.779,0,"No. 12-26, Lane 9, Fugui St, Xindian District, New Taipei City, Taiwan 231",19.2
2013.0833333,33,181.0766,9,"231, Taiwan, New Taipei City, Xindian District, Section 2, Beixin Rd, 177-1號1樓",42
2013.5,13.1,1144.436,4,"No. 77, Ln 700, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",36.7
2013.0833333,14,438.8513,1,"No. 57, Zhongyang 3rd St, Xindian District, New Taipei City, Taiwan 231",42.6
2012.6666667,26.9,4449.27,0,"No. 18, Lane 3, Ruyi St, Xindian District, New Taipei City, Taiwan 231",15.5
2013.1666667,11.6,201.8939,8,"No. 8, Shunan St, Xindian District, New Taipei City, Taiwan 231",55.9
2013.5,13.5,2147.376,3,"231, Taiwan, New Taipei City, Xindian District, 110縣道118號",23.6
2013.5,17,4082.015,0,"231, Taiwan, New Taipei City, Xindian District, Lane 14, Daguan Rd, 2號之6",18.8
2012.75,14.1,2615.465,0,"No. 11, Lane 1, Mingshan Rd, Xindian District, New Taipei City, Taiwan 231",21.8
2012.75,31.4,1447.286,3,"No. 265, Anmin St, Xindian District, New Taipei City, Taiwan 231",21.5
2013.1666667,20.9,2185.128,3,"No. 15, Lane 15, Anguang Road, Xindian District, New Taipei City, Taiwan 231",25.7
2013,8.9,3078.176,0,"No. 9, Lane 581, Section 2, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",22
2012.9166667,34.8,190.0392,8,"No. 216號, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",44.3
2012.9166667,16.3,4066.587,0,"No. 8, Lane 14, Daguan Rd, Xindian District, New Taipei City, Taiwan 231",20.5
2013.5,35.3,616.5735,8,"No. 115, Ershizhang Rd, Xindian District, New Taipei City, Taiwan 231",42.3
2013.1666667,13.2,750.0704,2,"No. 3, Lane 45, Baoxing Rd, Xindian District, New Taipei City, Taiwan 231",37.8
2013.1666667,43.8,57.58945,7,"No. 12, Zhonghua Rd, Xindian District, New Taipei City, Taiwan 231",42.7
2013.4166667,9.7,421.479,5,"No. 1, Lane 73, Wenhua Rd, Xindian District, New Taipei City, Taiwan 231",49.3
2013.5,15.2,3771.895,0,"No. 8, Huacheng Rd, Xindian District, New Taipei City, Taiwan 231",29.3
2013.3333333,15.2,461.1016,5,"No. 142, Section 1, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",34.6
2013,22.8,707.9067,2,"No. 3, Lane 64, Section 2, Baoyuan Rd, Xindian District, New Taipei City, Taiwan 231",36.6
2013.25,34.4,126.7286,8,"No. 24, Lane 42, Zhonghua Rd, Xindian District, New Taipei City, Taiwan 231",48.2
2013.0833333,34,157.6052,7,"No. 13, Alley 39, Lane 64, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",39.1
2013.4166667,18.2,451.6419,8,"No. 37號, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",31.6
2013.4166667,17.4,995.7554,0,"No. 49號, Xinpo 1st St, Xindian District, New Taipei City, Taiwan 231",25.5
2013.4166667,13.1,561.9845,5,"No. 8, Baoqing St, Xindian District, New Taipei City, Taiwan 231",45.9
2012.9166667,38.3,642.6985,3,"No. 13, Lane 328, Zhongzheng Rd, Xindian District, New Taipei City, Taiwan 231",31.5
2012.6666667,15.6,289.3248,5,"No. 215, Section 3, Zhongxing Rd, Xindian District, New Taipei City, Taiwan 231",46.1
2013,18,1414.837,1,"No. 9, Lane 27, Section 2, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",26.6
2013.0833333,12.8,1449.722,3,"No. 1, Lane 269, Anmin St, Xindian District, New Taipei City, Taiwan 231",21.4
2013.25,22.2,379.5575,10,"No. 268號, Jianguo Rd, Xindian District, New Taipei City, Taiwan 231",44
2013.0833333,38.5,665.0636,3,"231, Taiwan, New Taipei City, Xindian District, 北101鄉道330號",34.2
2012.75,11.5,1360.139,1,"No. 4-1, Lane 27, Section 2, Beiyi Rd, Xindian District, New Taipei City, Taiwan 231",26.2
2012.8333333,34.8,175.6294,8,"No. 65號, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",40.9
2013.5,5.2,390.5684,5,"No. 6, Section 3, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",52.2
2013.0833333,0,274.0144,1,"No. 5, Zhongyang 7th St, Xindian District, New Taipei City, Taiwan 231",43.5
2013.3333333,17.6,1805.665,2,"No. 4, Lane 93, Xinhe St, Xindian District, New Taipei City, Taiwan 231",31.1
2013.0833333,6.2,90.45606,9,"No. 108號, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",58
2013.5833333,18.1,1783.18,3,"No. 3, Anxing Rd, Xindian District, New Taipei City, Taiwan 231",20.9
2013.3333333,19.2,383.7129,8,"No. 43, Alley 29, Lane 27, Dezheng St, Xindian District, New Taipei City, Taiwan 231",48.1
2013.25,37.8,590.9292,1,"No. 85, Sanmin Rd, Xindian District, New Taipei City, Taiwan 231",39.7
2012.9166667,28,372.6242,6,"No. 1, Lane 81, Mingde Rd, Xindian District, New Taipei City, Taiwan 231",40.8
2013.4166667,13.6,492.2313,5,"No. 110號, Huanhe Rd, Xindian District, New Taipei City, Taiwan 231",43.8
2012.75,29.3,529.7771,8,"安民街154號154-1號, 1樓, Xindian District, New Taipei City, Taiwan 231",40.2
2013.3333333,37.2,186.5101,9,"No. 177-1, Section 2, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",78.3
2013.3333333,9,1402.016,0,"No. 201, Xiyuan Rd, Xindian District, New Taipei City, Taiwan 231",38.5
2013.5833333,30.6,431.1114,10,"No. 1, Lane 46, Ershizhang Rd, Xindian District, New Taipei City, Taiwan 231",48.5
2013.25,9.1,1402.016,0,"No. 201, Xiyuan Rd, Xindian District, New Taipei City, Taiwan 231",42.3
2013.3333333,34.5,324.9419,6,"231, Taiwan, New Taipei City, Xindian District, Lane 26, Mingde Rd, 18號5樓",46
2013.25,1.1,193.5845,6,"No. 28, Section 1, Beixin Rd, Xindian District, New Taipei City, Taiwan 231",49
2013,16.5,4082.015,0,"231, Taiwan, New Taipei City, Xindian District, Lane 14, Daguan Rd, 2號之6",12.8
2012.9166667,32.4,265.0609,8,"No. 20, Alley 3, Lane 16, Dafeng Rd, Xindian District, New Taipei City, Taiwan 231",40.2
2013.4166667,11.9,3171.329,0,"234, Taiwan, New Taipei City, Yonghe District, Zhongzheng Rd, 382號B1",46.6
